,date,private,foreign,institution
1572,24-09-14,-1107,-270,1298
1573,23-09-14,-333,-2580,2853
1574,22-09-14,1955,-2405,324
1575,19-09-14,1056,-2416,2004
1576,18-09-14,2924,-1086,-1740
1577,17-09-14,-1637,259,1413
1578,16-09-14,-650,-993,1501
1579,15-09-14,-88,87,-41
1580,12-09-14,-119,-585,563
1581,11-09-14,2627,-696,-2019
1582,05-09-14,285,511,-810
1583,04-09-14,-584,694,27
1584,03-09-14,1241,1322,-2239
1585,02-09-14,1858,333,-2173
1586,01-09-14,234,639,-773
1587,29-08-14,209,1550,-1216
1588,28-08-14,-792,1274,-318
1589,27-08-14,-749,509,439
1590,26-08-14,-1283,1009,387
1591,25-08-14,-629,-268,946
1592,22-08-14,-339,1053,-483
1593,21-08-14,3817,25,-3722
1594,20-08-14,947,2345,-2384
1595,19-08-14,-1499,1831,-132
1596,18-08-14,1827,12,-1636
1597,14-08-14,-226,1930,-1402
1598,13-08-14,-2674,4110,-1472
1599,12-08-14,-283,983,-627
1600,11-08-14,467,-147,-339
1601,08-08-14,2734,-2083,-431
1602,07-08-14,1862,-506,-1305
1603,06-08-14,811,1843,70
1604,05-08-14,2682,1203,-3104
1605,04-08-14,259,2214,-2529
1606,01-08-14,-1817,-650,2536
1607,31-07-14,-3170,4927,-1542
1608,30-07-14,-5756,6235,-349
1609,29-07-14,-4753,3632,1310
1610,28-07-14,-2662,1759,1205
1611,25-07-14,-801,503,962
1612,24-07-14,10,1743,-1679
1613,23-07-14,-631,993,-297
1614,22-07-14,-585,1329,-703
1615,21-07-14,420,979,-1346
1616,18-07-14,1280,1212,-2532
1617,17-07-14,-1086,2277,-1216
1618,16-07-14,-349,1530,-1203
1619,15-07-14,-1408,2817,-1480
1620,14-07-14,231,-66,-95
1621,11-07-14,2033,669,-2535
1622,10-07-14,760,1869,-2469
1623,09-07-14,1871,-689,-1085
1624,08-07-14,273,984,-1331
1625,07-07-14,703,1875,-2495
1626,04-07-14,315,335,-648
1627,03-07-14,-238,1592,-1168
1628,02-07-14,-2445,3148,-500
1629,01-07-14,385,1006,-1279
1630,30-06-14,-2006,1895,266
1631,27-06-14,-4662,3090,1646
1632,26-06-14,-1778,913,1058
1633,25-06-14,49,-238,200
1634,24-06-14,-2519,253,2273
1635,23-06-14,-1260,7,1412
1636,20-06-14,2683,-917,767
1637,19-06-14,104,-413,609
1638,18-06-14,1389,1374,-2786
1639,17-06-14,117,317,-444
1640,16-06-14,-122,353,44
1641,13-06-14,3598,-2551,-850
1642,12-06-14,1520,112,-1595
1643,11-06-14,-1280,1455,-1
1644,10-06-14,-2227,2126,84
1645,09-06-14,-188,190,-47
1646,05-06-14,1867,649,-4350
1647,03-06-14,442,184,-597
1648,02-06-14,-575,2132,-1611
1649,30-05-14,799,293,324
1650,29-05-14,-147,938,-660
1651,28-05-14,-1739,1086,669
1652,27-05-14,737,190,-876
1653,26-05-14,248,533,-752
1654,23-05-14,-610,1321,-664
1655,22-05-14,-2344,2886,-484
1656,21-05-14,-374,1880,-1412
1657,20-05-14,-425,2613,-2308
1658,19-05-14,-900,1805,-897
1659,16-05-14,56,4801,-4719
1660,15-05-14,-1973,3690,-1534
1661,14-05-14,-4924,3447,1558
1662,13-05-14,-3536,2105,1328
1663,12-05-14,58,-1029,835
1664,09-05-14,-39,-568,467
1665,08-05-14,1627,-2117,398
1666,07-05-14,2528,-3267,610
1667,02-05-14,1320,-1516,96
1668,30-04-14,887,-814,-206
1669,29-04-14,575,-1589,887
1670,28-04-14,511,-1286,738
1671,25-04-14,1999,366,-2556
1672,24-04-14,502,706,-1211
1673,23-04-14,196,2515,343
1674,22-04-14,-922,1027,113
1675,21-04-14,496,701,-1207
1676,18-04-14,-2765,1165,1570
1677,17-04-14,-55,1634,-1643
1678,16-04-14,585,446,-1034
1679,15-04-14,1891,1197,-3110
1680,14-04-14,71,-48,-134
1681,11-04-14,898,1190,-1808
1682,10-04-14,-1656,3067,-1285
1683,09-04-14,-4084,3601,675
1684,08-04-14,-917,756,220
1685,07-04-14,570,1619,-2128
1686,04-04-14,-704,1140,-550
1687,03-04-14,-1288,3556,-2386
1688,02-04-14,-1716,4373,-2632
1689,01-04-14,-1089,2138,-1057
1690,31-03-14,-1858,3177,-1034
1691,28-03-14,-1674,2336,-713
1692,27-03-14,-2066,2321,-409
1693,26-03-14,-3008,770,2032
1694,25-03-14,-114,-878,812
1695,24-03-14,-1097,448,516
1696,21-03-14,-294,-669,1139
1697,20-03-14,2398,-2109,-426
1698,19-03-14,-142,-673,555
1699,18-03-14,-802,-1479,2036
1700,17-03-14,290,-2276,1704
1701,14-03-14,2275,-4764,2265
1702,13-03-14,2259,-4973,2580
1703,12-03-14,4890,-2649,-1694
1704,11-03-14,1076,-425,-801
1705,10-03-14,3015,-331,-2659
1706,07-03-14,-122,2000,-1972
1707,06-03-14,96,847,-1053
1708,05-03-14,-923,156,680
1709,04-03-14,1746,-1494,-403
1710,03-03-14,1628,-759,-914
1711,28-02-14,-322,2338,-1553
1712,27-02-14,-746,1408,-474
1713,26-02-14,-1678,610,1096
1714,25-02-14,-2009,2285,-338
1715,24-02-14,629,78,-704
1716,21-02-14,-2733,3155,-387
1717,20-02-14,1896,-1739,-203
1718,19-02-14,1176,-521,-760
1719,18-02-14,795,-451,-278
1720,17-02-14,-1322,237,1074
1721,14-02-14,-257,26,186
1722,13-02-14,923,-1076,93
1723,12-02-14,-391,-66,553
1724,11-02-14,-314,807,-576
1725,10-02-14,238,-1408,1126
1726,07-02-14,-1324,1618,-285
1727,06-02-14,-682,-1149,1907
1728,05-02-14,443,-2788,2340
1729,04-02-14,3609,-6516,2618
1730,03-02-14,2021,-4066,2052
1731,29-01-14,-2067,213,1805
1732,28-01-14,145,-3089,2892
1733,27-01-14,-21,-5308,5282
1734,24-01-14,2074,-1451,-776
1735,23-01-14,1994,-1583,-388
1736,22-01-14,-750,195,498
1737,21-01-14,-547,-141,592
1738,20-01-14,-304,-263,479
1739,17-01-14,725,-957,3
1740,16-01-14,-628,351,550
1741,15-01-14,539,-367,-240
1742,14-01-14,668,-246,-583
1743,13-01-14,216,-901,673
1744,10-01-14,1784,-581,-1430
1745,09-01-14,1711,692,-2719
1746,08-01-14,-517,1618,-1175
1747,07-01-14,-572,993,-468
1748,06-01-14,522,528,-1141
1749,03-01-14,4216,-3091,-1354
1750,02-01-14,4733,-3064,-1750
1751,30-12-13,-1437,1220,193
1752,27-12-13,50,701,-710
1753,26-12-13,-6144,-140,6287
1754,24-12-13,-3859,-549,4564
1755,23-12-13,-2636,612,2235
1756,20-12-13,-1832,-162,2053
1757,19-12-13,-1766,1030,841
1758,18-12-13,-1285,-1336,2652
1759,17-12-13,-771,484,945
1760,16-12-13,-266,-635,864
1761,13-12-13,1001,-2705,5283
1762,12-12-13,3046,-6128,5932
1763,11-12-13,1089,-2076,908
1764,10-12-13,-30,-1207,1114
1765,09-12-13,-1657,681,808
1766,06-12-13,301,-814,407
1767,05-12-13,2581,-3368,535
1768,04-12-13,2985,-3366,1611
1769,03-12-13,2249,-532,-1684
1770,02-12-13,1772,528,-2250
1771,29-11-13,-527,903,-490
1772,28-11-13,-4176,1607,2692
1773,27-11-13,-1010,419,1073
1774,26-11-13,-361,99,202
1775,25-11-13,-1438,863,740
1776,22-11-13,-834,-261,1046
1777,21-11-13,2551,-2283,-561
1778,20-11-13,1004,872,-1074
1779,19-11-13,-3679,2458,1355
1780,18-11-13,-453,-133,612
1781,15-11-13,-2432,585,1864
1782,14-11-13,1494,-657,-867
1783,13-11-13,2319,-1852,-539
1784,12-11-13,-388,-101,401
1785,11-11-13,915,-652,-94
1786,08-11-13,2079,-2698,902
1787,07-11-13,1765,-568,-1160
1788,06-11-13,1128,-113,-1065
1789,05-11-13,1992,-391,-1514
1790,04-11-13,1520,-1804,349
1791,01-11-13,-889,1726,-774
1792,31-10-13,2405,-246,-2289
1793,30-10-13,-820,1473,-672
1794,29-10-13,-334,1233,-910
1795,28-10-13,-1059,1163,-316
1796,25-10-13,1775,117,-1799
1797,24-10-13,237,1196,-1490
1798,23-10-13,1279,5922,-7178
1799,22-10-13,-1314,1537,-67
1800,21-10-13,147,1921,-2019
1801,18-10-13,-1276,3069,-1628
1802,17-10-13,-318,2910,-2328
1803,16-10-13,-403,2010,-1381
1804,15-10-13,-1843,3218,-692
1805,14-10-13,570,1956,-2439
1806,11-10-13,-2750,2802,1295
1807,10-10-13,1586,1614,-3106
1808,08-10-13,270,4421,-4309
1809,07-10-13,-449,2260,-1632
1810,04-10-13,-1522,4214,-2478
1811,02-10-13,210,2242,-2267
1812,01-10-13,-1480,1870,-274
1813,30-09-13,37,1143,-855
1814,27-09-13,-936,2227,-1257
1815,26-09-13,-1171,2102,-967
1816,25-09-13,1168,2390,-3304
1817,24-09-13,442,747,-1035
1818,23-09-13,-441,3142,-2701
1819,17-09-13,-783,3913,-3200
1820,16-09-13,-2863,5080,-2043
1821,13-09-13,-123,4121,-3739
1822,12-09-13,-3554,14279,-10314
1823,11-09-13,-3443,6897,-3333
1824,10-09-13,-4508,7822,-3040
1825,09-09-13,-4136,5637,-1220
1826,06-09-13,-2383,4991,-2290
1827,05-09-13,-3752,5141,-1137
1828,04-09-13,-771,2590,1287
1829,03-09-13,-2895,2523,461
1830,02-09-13,-1291,809,432
1831,30-08-13,-4386,5054,-550
1832,29-08-13,-5147,4626,622
1833,28-08-13,-1897,1334,736
1834,27-08-13,-1708,1111,560
1835,26-08-13,-2008,1838,387
1836,23-08-13,-543,1180,-574
1837,22-08-13,465,-959,512
1838,21-08-13,709,-1401,814
1839,20-08-13,29,2998,-2969
1840,19-08-13,659,1287,-1965
1841,16-08-13,-1945,2180,-95
1842,14-08-13,-3234,3527,-308
1843,13-08-13,-3110,1654,1416
1844,12-08-13,-407,-600,961
1845,09-08-13,462,-508,-42
1846,08-08-13,363,-1656,1207
1847,07-08-13,2047,-1298,-706
1848,06-08-13,467,-1522,1069
1849,05-08-13,35,880,-934
1850,02-08-13,-507,781,-251
1851,01-08-13,-524,621,-112
1852,31-07-13,-1112,121,1026
1853,30-07-13,-3149,962,2375
1854,29-07-13,529,815,-1366
1855,26-07-13,-969,2084,-1114
1856,25-07-13,-786,1592,-734
1857,24-07-13,-2023,1888,178
1858,23-07-13,-3322,3121,304
1859,22-07-13,-1516,221,1439
1860,19-07-13,242,-1072,700
1861,18-07-13,1152,-1094,-38
1862,17-07-13,-3572,1311,2301
1863,16-07-13,694,318,-1032
1864,15-07-13,-628,1119,-392
1865,12-07-13,57,1408,-1499
1866,11-07-13,-5736,2900,2835
1867,10-07-13,397,-380,38
1868,09-07-13,-553,-885,1401
1869,08-07-13,317,-1914,1545
1870,05-07-13,2424,-1438,-1025
1871,04-07-13,15,-775,780
1872,03-07-13,2706,-2339,-335
1873,02-07-13,-607,465,196
1874,01-07-13,713,-444,-656
1875,28-06-13,-3585,4908,-1249
1876,27-06-13,-579,1147,-699
1877,26-06-13,1973,-2118,211
1878,25-06-13,-952,-1349,2123
1879,24-06-13,1461,-2431,939
1880,21-06-13,1033,-8009,7008
1881,20-06-13,2259,-4562,2328
1882,19-06-13,1203,-1254,80
1883,18-06-13,-462,-1506,1946
1884,17-06-13,-623,-618,1259
1885,14-06-13,-85,-3706,3726
1886,13-06-13,4473,-9536,4874
1887,12-06-13,1898,-4189,2260
1888,11-06-13,3230,-5704,2477
1889,10-06-13,1996,-3248,1228
1890,07-06-13,5617,-9281,3479
1891,05-06-13,728,297,-893
1892,04-06-13,-437,1284,-869
1893,03-06-13,663,-81,-556
1894,31-05-13,-2067,1867,182
1895,30-05-13,-2235,3912,-1579
1896,29-05-13,-2896,3863,-665
1897,28-05-13,-400,-556,993
1898,27-05-13,-1399,440,992
1899,24-05-13,823,-852,61
1900,23-05-13,2056,-54,-1979
1901,22-05-13,-2310,1296,1147
1902,21-05-13,104,643,-700
1903,20-05-13,560,903,-1405
1904,16-05-13,-4650,3047,1687
1905,15-05-13,-450,-392,892
1906,14-05-13,-2926,1611,1236
1907,13-05-13,571,-884,432
1908,10-05-13,4145,-1588,-2561
1909,09-05-13,-3218,1403,1825
1910,08-05-13,1827,-2676,1264
1911,07-05-13,1546,-2502,1074
1912,06-05-13,1005,-588,-272
1913,03-05-13,-965,-375,1410
1914,02-05-13,1383,-871,-331
1915,30-04-13,-3567,315,4034
1916,29-04-13,145,-1793,1575
1917,26-04-13,417,-1248,857
1918,25-04-13,-1500,509,855
1919,24-04-13,-1384,-214,1352
1920,23-04-13,562,-1180,369
1921,22-04-13,-127,-86,198
1922,19-04-13,765,-2338,1570
1923,18-04-13,2630,-2355,-373
1924,17-04-13,1059,-2078,1103
1925,16-04-13,1299,-2407,1072
1926,15-04-13,1780,-1179,-630
1927,12-04-13,2958,-418,-2354
1928,11-04-13,-127,2614,-2179
1929,10-04-13,-114,512,-427
1930,09-04-13,-1123,-782,1999
1931,08-04-13,444,-3668,3534
1932,05-04-13,2888,-6804,3861
1933,04-04-13,-278,-4679,4924
1934,03-04-13,-46,-2190,2303
1935,02-04-13,1333,327,-1631
1936,01-04-13,553,-573,37
1937,29-03-13,-2811,1353,1595
1938,28-03-13,-341,-1508,1933
1939,27-03-13,-1533,-2131,3649
1940,26-03-13,-858,-347,1037
1941,25-03-13,-627,-929,1598
1942,22-03-13,1181,-3302,2169
1943,21-03-13,2541,-2692,150
1944,20-03-13,2740,-3743,941
1945,19-03-13,653,-1828,936
1946,18-03-13,2042,-3569,1501
1947,15-03-13,3157,-5697,2444
1948,14-03-13,2551,-2169,-429
1949,13-03-13,665,79,-692
1950,12-03-13,1233,-909,-357
1951,11-03-13,-1648,-2082,3780
1952,08-03-13,-721,-42,755
1953,07-03-13,1492,-506,-1035
1954,06-03-13,-782,262,606
1955,05-03-13,-42,917,-778
1956,04-03-13,150,4187,-4184
1957,28-02-13,-4594,2020,2828
1958,27-02-13,-502,-182,635
1959,26-02-13,1352,-365,233
1960,25-02-13,720,392,-989
1961,22-02-13,-1969,256,1880
1962,21-02-13,141,2849,-2799
1963,20-02-13,-7609,5797,2260
1964,19-02-13,-655,621,84
1965,18-02-13,-599,168,431
1966,15-02-13,-608,-21,562
1967,14-02-13,-1221,910,227
1968,13-02-13,-3569,1103,2470
1969,12-02-13,119,1260,-1521
1970,08-02-13,-1332,547,630
1971,07-02-13,145,849,-895
1972,06-02-13,1066,-820,-175
1973,05-02-13,1256,67,-1278
1974,04-02-13,166,492,-715
1975,01-02-13,38,-297,18
1976,31-01-13,-496,-822,1272
1977,30-01-13,-651,-854,1561
1978,29-01-13,-1767,-322,2165
1979,28-01-13,712,-4901,4158
1980,25-01-13,3507,-4890,1319
1981,24-01-13,1720,-1936,374
1982,23-01-13,1206,171,-1196
1983,22-01-13,60,-2065,2208
1984,21-01-13,119,-1828,1804
1985,18-01-13,-46,308,-145
1986,17-01-13,863,-1143,467
1987,16-01-13,1317,-884,-352
1988,15-01-13,1840,-2248,443
1989,14-01-13,31,-920,985
1990,11-01-13,1673,-90,-1547
1991,10-01-13,435,-27,-423
1992,09-01-13,1311,87,-1324
1993,08-01-13,784,450,-1128
1994,07-01-13,256,-439,234
1995,04-01-13,865,561,-1349
1996,03-01-13,-446,1115,-700
1997,02-01-13,-2525,1736,764
1998,28-12-12,-1398,-243,1792
1999,27-12-12,1287,-1663,454
2000,26-12-12,-4770,2333,2529
2001,24-12-12,-2253,2227,143
2002,21-12-12,-2378,3800,-726
2003,20-12-12,-2917,3092,1754
2004,18-12-12,-2587,2159,375
2005,17-12-12,-263,1717,-1274
2006,14-12-12,151,792,-818
2007,13-12-12,-4859,5329,-239
2008,12-12-12,-2447,2059,559
2009,11-12-12,-2809,1994,809
2010,10-12-12,-207,2788,-2553
2011,07-12-12,-3045,1981,912
2012,06-12-12,-2070,2139,-110
2013,05-12-12,-1619,1398,807
2014,04-12-12,26,943,-934
2015,03-12-12,-663,2712,-1945
2016,30-11-12,-1913,915,955
2017,29-11-12,-3281,432,2616
2018,28-11-12,740,-2635,1645
2019,27-11-12,-3160,-675,3828
2020,26-11-12,-937,267,676
2021,23-11-12,-1998,1622,485
2022,22-11-12,-2175,-391,2617
2023,21-11-12,-1004,1606,-801
2024,20-11-12,-1273,528,559
2025,19-11-12,-388,-1330,1666
2026,16-11-12,-385,-1346,1679
2027,15-11-12,316,-2579,1826
2028,14-11-12,-450,-692,1038
2029,13-11-12,96,-20,-175
2030,12-11-12,369,-1566,1048
2031,09-11-12,1891,-2645,591
2032,08-11-12,4006,-1193,-3012
2033,07-11-12,-1066,1298,-330
2034,06-11-12,-1670,32,1643
2035,05-11-12,720,-533,-112
2036,02-11-12,-1971,1381,4017
2037,01-11-12,1623,2073,-3818
2038,31-10-12,-1657,-461,2145
2039,30-10-12,-1343,1019,277
2040,29-10-12,-1215,-1248,2408
2041,26-10-12,1606,-1669,94
2042,25-10-12,675,-19,-741
2043,24-10-12,1142,-3197,1759
2044,23-10-12,2065,-551,-1485
2045,22-10-12,1322,-724,-660
2046,19-10-12,140,-2204,2115
2047,18-10-12,-2496,516,2155
2048,17-10-12,-1521,267,1272
2049,16-10-12,302,-340,88
2050,15-10-12,436,-1697,1390
2051,12-10-12,1824,-2880,1147
2052,11-10-12,5429,-1974,-3420
2053,10-10-12,3894,823,-2789
2054,09-10-12,319,-660,386
2055,08-10-12,1778,3754,-1258
2056,05-10-12,-719,-479,1261
2057,04-10-12,2098,-611,-1660
2058,02-10-12,483,480,-1083
2059,28-09-12,-829,2318,-452
2060,27-09-12,447,-1304,924
2061,26-09-12,1358,237,-1613
2062,25-09-12,78,-123,839
2063,24-09-12,-25,12,39
2064,21-09-12,-1427,1679,-207
2065,20-09-12,557,1678,-2103
2066,19-09-12,-133,1749,-1508
2067,18-09-12,-488,570,4
2068,17-09-12,-732,5078,-4365
2069,14-09-12,-14510,12726,2154
2070,13-09-12,-225,1265,-1142
2071,12-09-12,-5018,595,4367
2072,11-09-12,570,2090,-1472
2073,10-09-12,-1477,2088,-670
2074,07-09-12,-7337,3078,4096
2075,06-09-12,1127,-1929,688
2076,05-09-12,5490,-597,-4893
2077,04-09-12,298,324,-492
2078,03-09-12,-597,700,-279
2079,31-08-12,1419,-473,-992
2080,30-08-12,3144,-1527,-1713
2081,29-08-12,-1075,-1257,2246
2082,28-08-12,1452,-1146,-291
2083,27-08-12,-1942,3506,-1241
2084,24-08-12,717,-2162,1448
2085,23-08-12,-371,1016,-505
2086,22-08-12,-260,1863,-1479
2087,21-08-12,-1851,2479,-554
2088,20-08-12,-967,342,480
2089,17-08-12,-3005,3155,209
2090,16-08-12,-2478,3513,-902
2091,14-08-12,-3606,4296,-633
2092,13-08-12,-271,2650,-2332
2093,10-08-12,-3520,6569,-2863
2094,09-08-12,-14284,15650,-964
2095,08-08-12,-8245,7329,885
2096,07-08-12,-2278,609,1707
2097,06-08-12,-5350,1624,3765
2098,03-08-12,402,-616,175
2099,02-08-12,-2133,2110,74
2100,01-08-12,-2524,479,2192
2101,31-07-12,-10939,6153,5003
2102,30-07-12,-4380,4920,-544
2103,27-07-12,-7195,4781,2523
2104,26-07-12,-789,-441,1262
2105,25-07-12,-767,-884,1712
2106,24-07-12,291,-212,-105
2107,23-07-12,2671,-1857,-898
2108,20-07-12,-1740,1961,-384
2109,19-07-12,-3854,707,3302
2110,18-07-12,2255,-436,-1919
2111,17-07-12,-2165,3170,5837
2112,16-07-12,318,-800,478
2113,13-07-12,-1269,-3358,4606
2114,12-07-12,4916,-2394,-2621
2115,11-07-12,2306,-2278,-84
2116,10-07-12,1720,-1139,-568
2117,09-07-12,2457,-3360,698
2118,06-07-12,1880,192,-2001
2119,05-07-12,-1655,167,1225
2120,04-07-12,-1488,1728,-199
2121,03-07-12,-4146,151,3934
2122,02-07-12,-1457,416,1066
2123,29-06-12,-2239,-1556,3669
2124,28-06-12,153,-626,349
2125,27-06-12,2013,-2410,711
2126,26-06-12,2469,-3034,419
2127,25-06-12,5494,-4905,-782
2128,22-06-12,7321,-2332,-5093
2129,21-06-12,-794,275,545
2130,20-06-12,-1534,2345,-844
2131,19-06-12,-1665,1919,-129
2132,18-06-12,-3832,3730,243
2133,15-06-12,-997,-2002,3046
2134,14-06-12,-2764,770,2041
2135,13-06-12,-1511,1557,-2
2136,12-06-12,430,-394,-104
2137,11-06-12,-2502,2170,176
2138,08-06-12,-590,16,524
2139,07-06-12,-4759,2916,2081
2140,05-06-12,-2147,-3332,5450
2141,04-06-12,-1427,-2841,4487
2142,01-06-12,1231,-2022,836
2143,31-05-12,477,-177,-384
2144,30-05-12,618,63,-765
2145,29-05-12,-3056,290,2568
2146,25-05-12,-473,-1355,1679
2147,24-05-12,41,-2337,2208
2148,23-05-12,1680,-3825,1919
2149,22-05-12,1095,-60,-980
2150,21-05-12,870,-571,-137
2151,18-05-12,2886,-4286,1291
2152,17-05-12,1075,-487,-645
2153,16-05-12,2723,-4906,2148
2154,15-05-12,241,-1870,1638
2155,14-05-12,939,-1577,664
2156,11-05-12,2672,-1668,-1174
2157,10-05-12,2444,-2083,-557
2158,09-05-12,2194,-3468,1343
2159,08-05-12,1341,-3246,1892
2160,07-05-12,4564,-4440,-40
2161,04-05-12,441,-957,508
2162,03-05-12,285,-1345,1159
2163,02-05-12,1277,-1332,182
2164,30-04-12,-2786,3119,-104
2165,27-04-12,-2439,3289,-946
2166,26-04-12,-1985,1818,338
2167,25-04-12,-238,7,284
2168,24-04-12,502,59,-636
2169,23-04-12,-917,-1276,2082
2170,20-04-12,4181,-3300,-966
2171,19-04-12,641,-900,68
2172,18-04-12,762,-1233,586
2173,17-04-12,2139,-2987,771
2174,16-04-12,3813,-1239,-2631
2175,13-04-12,-1283,301,4503
2176,12-04-12,2012,-3581,1507
2177,10-04-12,-612,-820,1583
2178,09-04-12,2360,-565,-1793
2179,06-04-12,1420,2288,-3959
2180,05-04-12,680,56,-667
2181,04-04-12,1698,2276,2040
2182,03-04-12,-3919,2623,1176
2183,02-04-12,-63,-171,273
2184,30-03-12,-10,228,-213
2185,29-03-12,905,392,-1292
2186,28-03-12,90,-546,448
2187,27-03-12,-2116,3447,-1183
2188,26-03-12,3059,-416,-2202
2189,23-03-12,1037,469,-1516
2190,22-03-12,977,-482,-323
2191,21-03-12,3417,-1463,-1850
2192,20-03-12,1764,117,-1703
2193,19-03-12,830,367,-631
2194,16-03-12,1511,1548,-1120
2195,15-03-12,775,1677,-2429
2196,14-03-12,-4792,5366,-192
2197,13-03-12,-3131,1202,2181
2198,12-03-12,2863,-1468,-1424
2199,09-03-12,-1024,155,808
2200,08-03-12,2031,-4191,2004
2201,07-03-12,3505,-3721,189
2202,06-03-12,2985,-2258,-621
2203,05-03-12,2721,-477,-2242
2204,02-03-12,-3143,3694,-382
2205,29-02-12,-5253,5288,35
2206,28-02-12,-1615,-796,2436
2207,27-02-12,3008,-284,-2374
2208,24-02-12,-677,1746,-1012
2209,23-02-12,2381,-151,-2046
2210,22-02-12,-163,3088,-2707
2211,21-02-12,1806,1247,-2910
2212,20-02-12,666,1628,-2101
2213,17-02-12,-3029,2588,449
2214,16-02-12,4179,-518,-3663
2215,15-02-12,-3412,2542,1157
2216,14-02-12,1479,217,-1654
2217,13-02-12,-1786,1654,422
2218,10-02-12,3195,900,-3955
2219,09-02-12,445,1043,-1542
2220,08-02-12,-4045,4006,-18
2221,07-02-12,-2544,3636,-879
2222,06-02-12,-1460,1801,-269
2223,03-02-12,3501,-1208,-2337
2224,02-02-12,-7662,10095,-2229
2225,01-02-12,-1976,4156,-2190
2226,31-01-12,-323,1402,-1068
2227,30-01-12,1715,-751,-936
2228,27-01-12,-2509,4911,-2284
2229,26-01-12,-2701,4646,-1776
2230,25-01-12,-3964,9424,-5109
2231,20-01-12,-11515,14404,-2521
2232,19-01-12,-7318,7404,200
2233,18-01-12,-2911,4450,-1614
2234,17-01-12,-6763,4229,2730
2235,16-01-12,1406,66,-1396
2236,13-01-12,-3375,6053,4325
2237,12-01-12,-2741,1668,936
2238,11-01-12,-858,1126,-420
2239,10-01-12,-5370,253,6079
2240,09-01-12,3706,-757,-2807
2241,06-01-12,3039,-483,-2691
2242,05-01-12,-2308,-416,2799
2243,04-01-12,-3921,2881,1100
2244,03-01-12,-9710,3026,6776
2245,02-01-12,72,-1023,922
2246,29-12-11,-989,127,1134
2247,28-12-11,1842,305,-1995
2248,27-12-11,-2093,957,1420
2249,26-12-11,129,819,-569
2250,23-12-11,-5305,1857,3664
2251,22-12-11,-753,-189,975
2252,21-12-11,-5690,3255,3333
2253,20-12-11,1668,-3207,1590
2254,19-12-11,1666,-2407,81
2255,16-12-11,1452,335,-1805
2256,15-12-11,4857,-2859,-2053
2257,14-12-11,2427,-3464,1222
2258,13-12-11,3886,-2041,-2042
2259,12-12-11,-667,26,630
2260,09-12-11,5792,-4202,-1611
2261,08-12-11,-249,2028,-1557
2262,07-12-11,-2883,-286,3367
2263,06-12-11,-1274,-1602,2889
2264,05-12-11,-397,-728,1131
2265,02-12-11,-4955,995,6292
2266,01-12-11,-16809,6279,10493
2267,30-11-11,-6389,3887,2597
2268,29-11-11,-9560,4148,6403
2269,28-11-11,-3703,-1981,5333
2270,25-11-11,360,-3544,3124
2271,24-11-11,-535,-2722,3283
2272,23-11-11,3721,-4210,311
2273,22-11-11,1770,-3263,1194
2274,21-11-11,2497,-2884,138
2275,18-11-11,6229,-3996,-2547
2276,17-11-11,2650,-3401,531
2277,16-11-11,1592,896,-2591
2278,15-11-11,387,-797,411
2279,14-11-11,-4546,1330,3226
2280,11-11-11,2070,-2634,308
2281,10-11-11,6282,-5037,-1796
2282,09-11-11,-606,-2677,3337
2283,08-11-11,-1071,241,877
2284,07-11-11,962,1348,-2475
2285,04-11-11,-8223,626,7221
2286,03-11-11,4584,-333,-4101
2287,02-11-11,1988,-3493,1463
2288,01-11-11,-158,1692,-1641
2289,31-10-11,2477,1384,-3815
2290,28-10-11,-6679,4532,2530
2291,27-10-11,-5088,1686,3405
2292,26-10-11,-514,-1030,1364
2293,25-10-11,-1789,3543,-1888
2294,24-10-11,-7368,1817,5762
2295,21-10-11,263,-2581,2256
2296,20-10-11,906,-1122,11
2297,19-10-11,596,-269,-502
2298,18-10-11,2123,1438,2098
2299,17-10-11,-3553,2527,765
2300,14-10-11,-1021,436,521
2301,13-10-11,-1898,4404,-2248
2302,12-10-11,-583,-57,538
2303,11-10-11,-5958,3309,2871
2304,10-10-11,-969,-1010,1942
2305,07-10-11,-8695,3808,4510
2306,06-10-11,-7139,1176,5492
2307,05-10-11,778,-3012,1750
2308,04-10-11,6503,-4499,-2100
2309,30-09-11,-1873,2198,-665
2310,29-09-11,-2996,1188,1896
2311,28-09-11,-553,3261,-2973
2312,27-09-11,-3222,1644,1725
2313,26-09-11,-4355,-2614,6986
2314,23-09-11,9071,-6683,-3030
2315,22-09-11,7625,-3037,-4773
2316,21-09-11,-3240,2656,734
2317,20-09-11,-2739,-1828,4509
2318,19-09-11,403,29,-487
2319,16-09-11,-11035,911,9901
2320,15-09-11,42,-1934,1747
2321,14-09-11,4527,-6880,1940
2322,09-09-11,1457,-1135,-386
2323,08-09-11,-4999,-55,4933
2324,07-09-11,-1311,-3288,4729
2325,06-09-11,4377,-4360,-94
2326,05-09-11,7400,-3298,-4293
2327,02-09-11,3966,-798,-3883
2328,01-09-11,-6845,10892,-3724
2329,31-08-11,-3429,2647,1029
2330,30-08-11,156,2007,-2415
2331,29-08-11,-1957,-1633,3248
2332,26-08-11,-1404,-620,1705
2333,25-08-11,-543,-451,911
2334,24-08-11,2431,938,-3814
2335,23-08-11,-2004,-647,2516
2336,22-08-11,-1909,-2421,3708
2337,19-08-11,1615,-2602,1138
2338,18-08-11,6109,-1511,-4565
